timestamp, pA
1250, 506.054699
1250, 504.401526
1250, 502.197295
1250, 504.768898
1250, 504.952584
1250, 502.013609
1250, 501.829923
1250, 502.564667
1250, 504.034154
1250, 505.503642
1250, 507.524187
1250, 503.850468
1250, 506.789443
1250, 505.319956
1250, 506.422071
1250, 505.687327
1250, 505.687327
1250, 505.871013
1250, 504.952584
1250, 502.013609
1250, 502.932039
1250, 505.319956
1250, 506.422071
1250, 506.973129
1250, 508.442616
1250, 507.340501
1250, 504.034154
1250, 504.585212
1250, 503.299411
1250, 504.952584
1250, 503.483096
1250, 503.850468
1250, 501.829923
1250, 504.585212
1250, 502.013609
1250, 500.911494
1250, 500.727808
1250, 505.319956
1250, 502.564667
1250, 498.339891
1250, 501.278865
1250, 503.850468
1250, 504.034154
1250, 501.278865
1250, 500.911494
1250, 500.911494
1250, 501.646237
1250, 503.666782
1250, 503.850468
1250, 505.503642
1250, 506.973129
1250, 504.952584
1250, 500.727808
1250, 499.809378
1250, 502.380981
1250, 501.095180
1250, 502.932039
1250, 504.401526
1250, 506.054699
1250, 507.707873
1250, 504.768898
1250, 506.789443
1250, 504.217840
1250, 506.054699
1250, 504.952584
1250, 506.422071
1250, 506.054699
1250, 506.605757
1250, 504.401526
1250, 503.483096
1250, 507.156815
1250, 507.340501
1250, 507.156815
1250, 503.483096
1250, 504.952584
1250, 510.095789
1250, 507.707873
1250, 505.687327
1250, 505.871013
1250, 504.034154
1250, 504.768898
1250, 503.299411
1250, 503.299411
1250, 503.483096
1250, 507.524187
1250, 502.013609
1250, 500.176750
1250, 503.666782
1250, 502.380981
1250, 503.666782
1250, 502.013609
1250, 504.768898
1250, 501.829923
1250, 505.503642
1250, 504.585212
1250, 503.850468
1250, 503.483096
1250, 506.238385
1250, 504.034154
1250, 504.034154
1250, 506.054699
1250, 502.748353
1250, 504.217840
1250, 504.401526
1250, 504.034154
1250, 504.768898
1250, 502.013609
1250, 503.850468
1250, 504.034154
1250, 504.401526
1250, 503.850468
1250, 505.136270
1250, 505.687327
1250, 507.156815
1250, 507.707873
1250, 504.952584
1250, 505.319956
1250, 505.319956
1250, 505.319956
1250, 505.319956
1250, 505.871013
1250, 506.605757
1250, 506.422071
1250, 508.075244
1250, 506.054699
1250, 504.217840
1250, 499.993064
1250, 501.829923
1250, 506.605757
1250, 503.666782
1250, 503.483096
1250, 503.666782
1250, 503.115725
1250, 503.850468
1250, 502.013609
1250, 500.727808
1250, 499.809378
1250, 503.115725
1250, 502.013609
1250, 499.809378
1250, 502.013609
1250, 502.380981
1250, 503.299411
1250, 505.687327
1250, 502.748353
1250, 498.156205
1250, 502.197295
1250, 501.278865
1250, 504.401526
1250, 501.646237
1250, 503.115725
1250, 506.422071
1250, 504.952584
1250, 505.136270
1250, 503.115725
1250, 501.462551
1250, 504.952584
1250, 503.115725
1250, 504.585212
1250, 504.217840
1250, 502.380981
1250, 505.319956
1250, 506.054699
1250, 505.687327
1250, 506.973129
1250, 507.156815
1250, 504.952584
1250, 503.299411
1250, 506.238385
1250, 505.319956
1250, 506.054699
1250, 506.238385
1250, 507.891558
1250, 504.952584
1250, 508.442616
1250, 507.156815
1250, 507.707873
1250, 506.605757
1250, 503.299411
1250, 506.238385
1250, 505.503642
1250, 503.850468
1250, 506.422071
1250, 505.136270
1250, 503.666782
1250, 502.564667
1250, 504.401526
1250, 504.217840
1250, 502.013609
1250, 502.013609
